observation_date,LORSGPORUSQ659S
1948-01-01,2.61151299999999997
1948-04-01,4.58442600000000056
1948-07-01,5.40122799999999970
1948-10-01,3.89367200000000002
1949-01-01,0.94321420000000000
1949-04-01,-1.03492399999999996
1949-07-01,-0.58285330000000002
1949-10-01,-1.52733199999999991
1950-01-01,3.77285599999999999
1950-04-01,7.30335800000000024
1950-07-01,10.31015999999999977
1950-10-01,13.37238999999999933
1951-01-01,10.56488000000000049
1951-04-01,9.14992100000000086
1951-07-01,7.25299799999999983
1951-10-01,5.46816299999999966
1952-01-01,5.16533200000000026
1952-04-01,3.59627399999999975
1952-07-01,2.23736399999999991
1952-10-01,5.36408400000000007
1953-01-01,6.18987700000000007
1953-04-01,6.78198900000000027
1953-07-01,5.42099400000000031
1953-10-01,0.52406149999999996
1954-01-01,-1.78192499999999998
1954-04-01,-2.42877700000000019
1954-07-01,-0.76833109999999993
1954-10-01,2.72861899999999968
1955-01-01,6.17019900000000021
1955-04-01,7.78024100000000018
1955-07-01,8.01591499999999968
1955-10-01,6.57901699999999945
1956-01-01,3.21695399999999987
1956-04-01,2.40345800000000009
1956-07-01,0.94797189999999998
1956-10-01,1.99682599999999999
1957-01-01,3.04975599999999991
1957-04-01,1.98098200000000002
1957-07-01,3.07277500000000003
1957-10-01,0.35469859999999998
1958-01-01,-2.87229000000000001
1958-04-01,-2.01954499999999992
1958-07-01,-0.72595609999999999
1958-10-01,2.65732900000000027
1959-01-01,7.41510599999999975
1959-04-01,9.11883399999999966
1959-07-01,6.72622299999999917
1959-10-01,4.58493599999999990
1960-01-01,4.92379600000000028
1960-04-01,2.05909699999999996
1960-07-01,2.48765499999999973
1960-10-01,0.88510140000000015
1961-01-01,-0.66752319999999998
1961-04-01,1.56578499999999998
1961-07-01,3.01153300000000002
1961-10-01,6.39749899999999982
1962-01-01,7.56916100000000025
1962-04-01,6.73027299999999951
1962-07-01,6.00687300000000057
1962-10-01,4.30984700000000043
1963-01-01,3.60110999999999981
1963-04-01,3.82458600000000004
1963-07-01,4.81869700000000023
1963-10-01,5.15981000000000023
1964-01-01,6.21734000000000009
1964-04-01,6.18231299999999973
1964-07-01,5.52128599999999992
1964-10-01,5.15781299999999998
1965-01-01,5.47829999999999995
1965-04-01,5.66027500000000039
1965-07-01,6.34748499999999982
1965-10-01,8.46227100000000121
1966-01-01,8.47701900000000030
1966-04-01,7.48933999999999855
1966-07-01,6.04210899999999995
1966-10-01,4.50440299999999993
1967-01-01,2.92506899999999970
1967-04-01,2.63773800000000014
1967-07-01,2.73874400000000007
1967-10-01,2.67092699999999983
1968-01-01,3.84481500000000009
1968-04-01,5.51467600000000058
1968-07-01,5.33535399999999971
1968-10-01,4.95785599999999960
1969-01-01,4.46943399999999968
1969-04-01,3.06477999999999984
1969-07-01,2.94761000000000006
1969-10-01,2.04420700000000011
1970-01-01,0.32279150000000001
1970-04-01,0.16112460000000001
1970-07-01,0.42134369999999999
1970-10-01,-0.16735249999999999
1971-01-01,2.69715900000000008
1971-04-01,3.10644099999999979
1971-07-01,3.00527699999999998
1971-10-01,4.36555300000000024
1972-01-01,3.47250599999999965
1972-04-01,5.25137799999999988
1972-07-01,5.37836400000000037
1972-10-01,6.89180599999999988
1973-01-01,7.56118500000000182
1973-04-01,6.31955400000000012
1973-07-01,4.77134899999999984
1973-10-01,4.02405500000000060
1974-01-01,0.63899840000000008
1974-04-01,-0.20826169999999999
1974-07-01,-0.62903980000000004
1974-10-01,-1.94576299999999991
1975-01-01,-2.29977199999999993
1975-04-01,-1.83484200000000008
1975-07-01,0.79861540000000009
1975-10-01,2.55479499999999993
1976-01-01,6.15430299999999963
1976-04-01,6.17398500000000006
1976-07-01,4.95825699999999969
1976-10-01,4.31151600000000013
1977-01-01,3.22684000000000015
1977-04-01,4.46530399999999972
1977-07-01,5.76999300000000037
1977-10-01,5.01327099999999959
1978-01-01,4.11411200000000044
1978-04-01,6.07793299999999981
1978-07-01,5.24703300000000006
1978-10-01,6.65956000000000081
1979-01-01,6.51044800000000023
1979-04-01,2.65669500000000003
1979-07-01,2.38945300000000005
1979-10-01,1.28408799999999990
1980-01-01,1.42055400000000009
1980-04-01,-0.77506880000000000
1980-07-01,-1.62374599999999991
1980-10-01,-0.03905153000000000
1981-01-01,1.60000100000000001
1981-04-01,2.96867100000000006
1981-07-01,4.32571900000000031
1981-10-01,1.29982500000000001
1982-01-01,-2.19051499999999999
1982-04-01,-1.01074500000000000
1982-07-01,-2.55604199999999970
1982-10-01,-1.44318400000000002
1983-01-01,1.43147300000000000
1983-04-01,3.26847999999999983
1983-07-01,5.73696699999999993
1983-10-01,7.89966399999999958
1984-01-01,8.57804499999999948
1984-04-01,7.99653200000000197
1984-07-01,6.90073200000000053
1984-10-01,5.57564400000000049
1985-01-01,4.55482199999999970
1985-04-01,3.68398799999999982
1985-07-01,4.26242400000000021
1985-10-01,4.18245999999999984
1986-01-01,4.14610699999999976
1986-04-01,3.70200400000000007
1986-07-01,3.11917899999999992
1986-10-01,2.90724000000000027
1987-01-01,2.71158499999999991
1987-04-01,3.35360100000000028
1987-07-01,3.26198600000000027
1987-10-01,4.47455500000000050
1988-01-01,4.24125800000000019
1988-04-01,4.48449299999999962
1988-07-01,4.19320000000000004
1988-10-01,3.79933899999999980
1989-01-01,4.31516300000000008
1989-04-01,3.74791100000000021
1989-07-01,3.90754199999999985
1989-10-01,2.74321200000000021
1990-01-01,2.82100699999999982
1990-04-01,2.41270499999999988
1990-07-01,1.72736199999999984
1990-10-01,0.60306269999999995
1991-01-01,-0.95019739999999997
1991-04-01,-0.53893080000000004
1991-07-01,-0.10280889999999999
1991-10-01,1.16640100000000002
1992-01-01,2.85893700000000006
1992-04-01,3.16983600000000010
1992-07-01,3.66538500000000012
1992-10-01,4.38264600000000026
1993-01-01,3.31990599999999958
1993-04-01,2.80666800000000016
1993-07-01,2.28651200000000010
1993-10-01,2.60771100000000011
1994-01-01,3.43070699999999995
1994-04-01,4.22561099999999978
1994-07-01,4.33704800000000024
1994-10-01,4.11616699999999991
1995-01-01,3.48140599999999978
1995-04-01,2.40237500000000015
1995-07-01,2.67332599999999987
1995-10-01,2.19979199999999997
1996-01-01,2.60130999999999979
1996-04-01,4.00237900000000035
1996-07-01,4.05013500000000004
1996-10-01,4.42145299999999963
1997-01-01,4.31406899999999993
1997-04-01,4.31127199999999977
1997-07-01,4.67470300000000005
1997-10-01,4.48355299999999968
1998-01-01,4.85552699999999948
1998-04-01,4.09278999999999993
1998-07-01,4.10345300000000002
1998-10-01,4.88312700000000000
1999-01-01,4.81633699999999987
1999-04-01,4.72188600000000047
1999-07-01,4.79111799999999999
1999-10-01,4.82357399999999981
2000-01-01,4.22474499999999953
2000-04-01,5.24445699999999970
2000-07-01,3.97317199999999993
2000-10-01,2.90559399999999979
2001-01-01,2.19750500000000004
2001-04-01,0.99629829999999997
2001-07-01,0.48923630000000001
2001-10-01,0.16731830000000000
2002-01-01,1.33725899999999998
2002-04-01,1.32537900000000008
2002-07-01,2.14651699999999979
2002-10-01,1.99252500000000010
2003-01-01,1.67925700000000000
2003-04-01,1.95506500000000005
2003-07-01,3.23113499999999965
2003-10-01,4.30044100000000018
2004-01-01,4.34195200000000003
2004-04-01,4.22749100000000055
2004-07-01,3.49485999999999963
2004-10-01,3.35110500000000044
2005-01-01,3.90884300000000007
2005-04-01,3.61773599999999984
2005-07-01,3.44859899999999975
2005-10-01,2.97273699999999996
2006-01-01,3.21310699999999994
2006-04-01,2.97290400000000021
2006-07-01,2.32527799999999996
2006-10-01,2.63456000000000001
2007-01-01,1.57672499999999993
2007-04-01,1.93437499999999996
2007-07-01,2.36803600000000003
2007-10-01,2.13336499999999996
2008-01-01,1.39247100000000001
2008-04-01,1.37601100000000010
2008-07-01,0.26596729999999991
2008-10-01,-2.54115400000000013
2009-01-01,-3.23422700000000019
2009-04-01,-3.97883699999999996
2009-07-01,-3.13281600000000005
2009-10-01,0.10557249999999990
2010-01-01,1.74526599999999998
2010-04-01,2.91359499999999993
2010-07-01,3.34420900000000021
2010-10-01,2.77596100000000012
2011-01-01,2.03779700000000030
2011-04-01,1.74370899999999995
2011-07-01,0.94265350000000003
2011-10-01,1.54307599999999989
2012-01-01,2.63806900000000022
2012-04-01,2.40333599999999992
2012-07-01,2.57371200000000000
2012-10-01,1.55185200000000001
2013-01-01,1.70086800000000005
2013-04-01,1.51993800000000001
2013-07-01,2.23702200000000007
2013-10-01,3.00914500000000018
2014-01-01,1.65081799999999990
2014-04-01,2.68915199999999999
2014-07-01,3.05978300000000036
2014-10-01,2.68583499999999997
2015-01-01,3.96930000000000005
2015-04-01,3.27908799999999978
2015-07-01,2.44732100000000008
2015-10-01,2.11986100000000022
2016-01-01,1.79501700000000008
2016-04-01,1.49325100000000011
2016-07-01,1.80576200000000009
2016-10-01,2.18156600000000012
2017-01-01,2.08746199999999993
2017-04-01,2.33041400000000021
2017-07-01,2.41082099999999988
2017-10-01,2.99414300000000022
2018-01-01,3.32880999999999982
2018-04-01,3.29896299999999965
2018-07-01,3.13003099999999979
2018-10-01,2.12511099999999997
2019-01-01,1.85128500000000007
2019-04-01,2.15405300000000022
2019-07-01,2.67026500000000011
2019-10-01,3.18255599999999994
2020-01-01,1.22655499999999984
2020-04-01,-7.52846000000000171
2020-07-01,-1.46893099999999999
2020-10-01,-1.08328500000000005
2021-01-01,1.57260700000000009
2021-04-01,11.95026999999999973
2021-07-01,4.73531700000000022
2021-10-01,5.42109199999999980
2022-01-01,3.56508199999999986
2022-04-01,1.87059799999999998
2022-07-01,1.71321300000000010
2022-10-01,0.65169169999999998
2023-01-01,1.71792699999999998
2023-04-01,2.38246799999999981
2023-07-01,2.92688699999999979
2023-10-01,3.10540499999999975
